Member Name,Primary Domain,Date,Type,Role,Title
"Cheng, Davy","Anesthesia & Perioperative Medicine","2004/03/14","* B. Moderator/Convenor/Session Chair","","Moderator, 9th Annual Update on Cardiopulmonary Bypass. Snowmass, CO, USA. 1. Minimally Invasive Surgery. 2. Regional Anesthesia and the Cardiac Surgical Stress Response."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2003/10/25","* B. Moderator/Convenor/Session Chair","","Co-Chair, CVT-CAS Luncheon Symposium, 50th Anniversary of Cardiopulmonary Bypass Surgery, Canadian Cardiovascular Congress, Toronto, ON, Canada."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2003/09/11","* B. Moderator/Convenor/Session Chair","","Participant, Roundtable Discussion. Establishing a Blood Conservation Program: Leveraging the Efficacy of a Serine Protease Inhibitor, San Diego, CA, USA"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2003/06/21","* B. Moderator/Convenor/Session Chair","","Co-Chair, Cardiovascular Thoracic Section Symposium. Analgesia management of cardiothoracic patients. Canadian Anesthesiologists� Society 59th Annual Meeting, Ottawa, ON, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2003/06/05","* B. Moderator/Convenor/Session Chair","","Moderator, Pro/Con Debate: Is Sevoflurane beneficial in preconditioning and myocardial protection? Abbott Laboratories Ltd, London, ON, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2003/04/29","* B. Moderator/Convenor/Session Chair","","Co-Moderator, Poster discussion session on CPB outcomes/perioperative management. Society of Cardiovascular Anesthesiologists 25th Annual Meeting, Miami, FL, USA."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2003/03/15","* B. Moderator/Convenor/Session Chair","","Judge, Resident abstracts Pharmacology section, Midwest Anesthesiology Resident�s Conference (MARC 2003), Chicago, IL, USA"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2002/11/23","* B. Moderator/Convenor/Session Chair","","Chair, Emerging Issues and Treats session. Reviewing Canada�s Commitment. A Blood System for the 21st Century. Anemia Institute for Research & Education, Toronto, ON, Canada."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2002/06/25","* B. Moderator/Convenor/Session Chair","","Chair, Poster discussion session on Blood Conservation Canadian Anesthesiologists� Society 58th Annual Meeting, Victoria, BC, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2002/06/25","* B. Moderator/Convenor/Session Chair","","Co-Chair, Parexocib Canadian Anesthesia Advisory Board Meeting, Canadian Anesthesiologists� Society 58th Annual Meeting, Victoria, BC, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2002/03/26","* B. Moderator/Convenor/Session Chair","","Moderator, Multi-site International Symposium. Anemia Institute for Research and Education. AIRE Anemia Awareness Week. Topic: Cutting Edge Benefits to Treating Anemia. London Health Sciences Centre, London, ON, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/11/06","* B. Moderator/Convenor/Session Chair","","Chair, Blood Issue Forum, Ontario Hospital Association 2001 Convention, Toronto, ON, Canada Topic: Managing Scarce Blood Resources--Alternative Solutions Today"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/10/23","* B. Moderator/Convenor/Session Chair","","Chair, Symposium on Blood Conservation in Cardiac Surgery. 54th Canadian Cardiovascular Society Annual Meeting, Halifax, NS, Canada Topic: Blood Conservation in Cardiac Surgery: Surgery, Anesthesiology and Perfusion Perspectives."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/10/23","* B. Moderator/Convenor/Session Chair","","Chair, Cardiac Surgery IV Session, 54th Canadian Cardiovascular Society Annual Meeting, Halifax, NS, Canada Topic: Outcomes in New Trend of Cardiac Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/06/09","* B. Moderator/Convenor/Session Chair","","Chair, �How To� Session, 54th Canadian Cardiovascular Society Annual Meeting, Halifax, NS, Canada Topic: Cardiac Surgery and Neurocognitive Dysfunction � Etiology, Prevention and Treatment."
"Rui, Tao","Medicine","2008/04/18","Conference Presentation","Presenter","HMGB1 mediated LPS-induced myocardial dysfunction in mice"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/06/09","* B. Moderator/Convenor/Session Chair","","Chair, Pro/Con Debate, CVT Section, Canadian Anesthesiologists� Topic: Atrial Fibrillation Prophylaxis in Cardiac Surgery, Co-Chair, CVT Section Symposium, Canadian Anesthesiologists� Society 57th Annual Meeting, Halifax, NS, Canada Topic: Perioperative TEE in Cardiac Anesthesia"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/05/05","* B. Moderator/Convenor/Session Chair","","Moderator, Poster Discussion, 23rd Society of Cardiovascular Anesthesiologists Annual Meeting, Vancouver, BC, Canada Session: Outcomes and Cardiovascular Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2001/01/17","* B. Moderator/Convenor/Session Chair","","Moderator, 19th Annual Symposium Clinical Update in Anesthesiology, San Juan, Puerto Rico, USA Topic: Coronary Artery Disease II � Fast Track"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2000/11/01","* B. Moderator/Convenor/Session Chair","","Chair, Consensus Forum, 53rd Canadian Cardiovascular Society annual meeting, Vancouver, BC, Canada Topic: Advances In Post Cardiac Surgical Atrial Fibrillation Management"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2000/10/30","* B. Moderator/Convenor/Session Chair","","Co-Chair, CCC/CAS Joint Oral Session, 53rd Canadian Cardiovascular Society annual meeting, Vancouver, BC, Canada Topic: Cardiac Surgery II � Transplantation/Perioperative Care (RCPSC award presentation)"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2000/10/28","* B. Moderator/Convenor/Session Chair","","Co-Chair, Symposium on Blood Conservation in Cardiac Surgery. 53rd Canadian Cardiovascular Society Annual Meeting, Vancouver, BC, Canada Topic: The Role of Hemoglobin Based Oxygen Carrier."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2000/10/14","* B. Moderator/Convenor/Session Chair","","Moderator, Clinical Circulation Poster-Discussion Session, American Society of Anesthesiologists (ASA) annual meeting, Orlando, FL, USA"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2000/06/07","* B. Moderator/Convenor/Session Chair","","Co-Chair, Transplantation Section, 12th World Congress of Anesthesiologists, Montreal, QE, Canada Topic: Transplantation - Current Concepts"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2000/05/06","* B. Moderator/Convenor/Session Chair","","Co-Chair, Critical Care & Pharmacology Workshop, Society of Cardiovascular Anesthesiologists 22nd Annual Meeting, Orlando, FL, USA Topic: Organ Protection & Technology In Critical care"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1999/06/19","* B. Moderator/Convenor/Session Chair","","Chair, Pro/Con Debate, CVT Section, Canadian Anesthesiologists� Society 56th Annual Meeting, Calgary, AB, Canada Topic: Intraoperative Tight Glucose Control Improves Outcome in Cardiovascular Surgery"
"Clark, William","Medicine","2011/11/08","Conference Presentation","Invited Lecturer","Thrombotic Microangiopathies"
"Clark, William","Medicine","2011/11/12","Conference Presentation","Invited Lecturer","Thrombotic Microangiopathy"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1999/06/19","* B. Moderator/Convenor/Session Chair","","Chair, CVT Section Symposium, Canadian Anesthesiologists� Society 56th Annual Meeting, Calgary, AB, Canada. Topic: Blood Conservation in Cardiovascular Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1999/04/25","* B. Moderator/Convenor/Session Chair","","Co-Chair, Critical Care Workshop, Society of Cardiovascular Anesthesiologists 21st Annual Meeting, Chicago, IL, USA. Topic: Paradigms Shift in Cardiac Surgical Care"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1999/01/15","* B. Moderator/Convenor/Session Chair","","Board Panelist, Zeneca Preceptorship Advisory Board Meeting, Chicago, IL, USA Topic: ICU Sedation and Cardiac Fast Tracking"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1998/06/15","* B. Moderator/Convenor/Session Chair","","Co-Judge, CVT Section Poster Discussion Competition, Canadian Anaesthetists' Society 55th Annual Meeting, Toronto, ON, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1998/06/14","* B. Moderator/Convenor/Session Chair","","Facilitator, Poster Session, Canadian Anaesthetists' Society 55th Annual Meeting, Toronto, ON, Canada"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1998/04/25","* B. Moderator/Convenor/Session Chair","","Co-Chair, Perioperative Cost Management and Contract Negotiation in Cardiac Surgery Workshop. Society of Cardiovascular Anesthesiologists 20th Annual Meeting, Seattle, WA, USA."
"Cheng, Davy","Anesthesia & Perioperative Medicine","1997/06/07","* B. Moderator/Convenor/Session Chair","","Co-Chair, Cardiovascular & Thoracic Section Symposium, CAS Annual Meeting, Vancouver, BC, Canada Topic: Updates on Postoperative Atrial Arrhythmia Management"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1997/05/12","* B. Moderator/Convenor/Session Chair","","Moderator, Society of Cardiovascular Anesthesiologists 19th Annual Meeting, Baltimore, MA, USA. Session: New Frontiers in Cardiovascular Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1997/05/12","* B. Moderator/Convenor/Session Chair","","Moderator, Society of Cardiovascular Anesthesiologists 19th Annual Meeting, Baltimore, MA, USA. Session: New Frontiers in Cardiovascular Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1996/11/07","* B. Moderator/Convenor/Session Chair","","Moderator, Symposium: Perioperative Transfusion Therapy: Exploring The Alternatives. Anesthesia Update, University of Toronto, Toronto, ON, Canada. Section: Exploring Alternatives to Allogenic Transfusions"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1996/05/06","* B. Moderator/Convenor/Session Chair","","Moderator, Society of Cardiovascular Anesthesiologists 18th Annual Meeting, Salt Lake City, UT, USA. Section: Cost Containment in Cardiothoracic Anesthesiology"
"Cheng, Davy","Anesthesia & Perioperative Medicine","1995/06/10","* B. Moderator/Convenor/Session Chair","","Co-Chair, Poster Discussion Session (Cardiac Surgery/Clinical Practice), Canadian Anaesthetists� Society 52nd Annual Meeting, Ottawa, ON, Ontario"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/09/15","* A. Visiting Professorships & Invited Lectures","","Invited Speaker The 3rd ISCA International Symposium for Cardiac Anesthesia Sendai, Japan, Sep 13 - 15th, 2012 Lecture: OPCAB Surgery in Elderly Patients: Evidence of Benefits?"
"Crilly, Richard","Medicine","2010/10/15","Abstract Presented","","Poster: The Vitamin D in Osteoporosis Study (ViDOS): A Novel Knowledge Translation Initiative in Canadian Long-Term Care (LTC) Homes. Kennedy CC, Papaioannou A, Ioannidis G, Giangregorio L, Pickard L, Johnson J, Campbell G, Stroud JB, Marr S, Morin S, Josse RG, Sawka AM, Crilly R, et al."
"Crilly, Richard","Medicine","2010/10/15","Abstract Presented","","Poster: Bisphosphonate Use in Long-Term Care (LTC) Residents Who Are at High Risk for New Fractures:The Vitamin D in Osteoporosis Study. Ioannidis G, Papaioannou A, , Giangregorio L, Johnson J, Thabane L, Josse R, Marr S, Sawka AM, Crilly R, et al."
"Crilly, Richard","Medicine","2010/10/15","Abstract Presented","","Poster: Closing the Care Gap in Long-Term Care (LTC) Residents: The Vitamin D and Osteoporosis Study.. Papaioannou A, Ioannidis G, Giangregorio L, Stroud JB, Thabane L, Josse RG, Morin S, Marr S, Sawka AM, Crilly R, et al."
"Crilly, Richard","Medicine","2010/10/15","Abstract Presented","","Bisphosphonate Use Women and Men Who Are at High Risk for New Fractures and Living in Long-Term Care Homes:The Vitamin D in Osteoporosis Study (ViDOS). Papaioannou A, Marr S, Ioannidis G, , Kennedy C, Giangregorio L, Pickard L, Johnson J, Campbell G, Stroud J, Morin S, Josse R, Sawka A, Crilly R et al."
"Crilly, Richard","Medicine","2010/10/15","Abstract Presented","","Vitamin D and Calcium Supplementation in Women and Men Living in Long Term Care (LTC) Homes: The Vitamin D in Osteoporosis Study (ViDOS). Papaioannou A, Marr S, Ioannidis G, , Kennedy C, Giangregorio L, Pickard L, Johnson J, Campbell G, Stroud J, Morin S, Josse R, Sawka A, Crilly R et al."
"Crilly, Richard","Medicine","2010/05/05","Abstract Presented","","Poster: Use of Bisphosphonate Therapy in Residents Living in Long-Term Care (LTC) Homes Who Are at High Risk for Fractures: The Vitamin D and Osteoporosis Study. Ioannidis G, Papaioannou A, , Giangregorio L, Nixon M, Stroud J, Johnson J, Thabane L, Marr S, Josse R, Morin S, Sawka AM, Crilly R, et al."
"Crilly, Richard","Medicine","2010/05/05","Abstract Presented","","Poster: Calcium and Vitamin D Intake in Residents Living in Long-Term Care (LTC) Homes: The Vitamin D & Osteoporosis Study. Papaioannou A, Ioannidis G, Giangregorio L, Stroud J, Nixon M, Thabane L, Josse R, Morin S, Marr S, Sawka AM, Crilly R, et al."
"Bosma, Karen","Medicine","2011/05/16","Poster Presentation","Co-Author","The Incidence of Patient-Ventilation Asynchrony During Weaning from Mechanical Ventilation: A Comparison of Porportional Assist Ventilation (PAV) to Pressure Support (PS)"
"Bosma, Karen","Medicine","2011/05/16","Poster Presentation","Co-Author","Sleep Quality During Weaning from Mechanical Ventilation: A comparison of assist/control (A/C) pressure support (PS) and proportional assist ventilation (PAV)."
"Bosma, Karen","Medicine","2011/05/16","Poster Presentation","Co-Author","Elevated cholesterol inhibits the surface tension reducing activity of human pulmonary surfactant."
"Bosma, Karen","Medicine","2011/05/24","Poster Presentation","Supervisor","The Delirium Risk Evaluation and Assessment of Midazolam, EEG Recording and Sleep Study."
"Bosma, Karen","Medicine","2011/06/23","Conference Presentation","Presenter","Impact of Asynchrony on Patients Requiring Mechanical Ventilation"
"Wells, Jennie","Medicine","2011/06/17","Invited Lectures","Invited Lecturer","Mountain of Memories"
"Borrie, Michael","Medicine","2011/10/28","Conference Presentation","","3T Magnetic Resonance Spectroscopy of the Posterior Cingulate Following Rivastigmine Treatment in Alzheimer Disease."
"Borrie, Michael","Medicine","2011/10/28","Conference Presentation","","7T Magnetic Resonance Spectroscopy of the Hippocampus in Mild Cognitive Impairment."
"Borrie, Michael","Medicine","2011/10/29","Conference Presentation","","Sensitivity and Specificity of the Montreal Cognitive Assessment (MoCA) in a Population of Patients with Early Alzheimer'd Siease (eAD): A Preliminary Report."
"Borrie, Michael","Medicine","2011/10/29","Conference Presentation","","Correcting for Edcation when Using the Montreal Cognitive Assessment (MoCA): Effect on Sensitivity and Specificity."
"Wells, Jennie","Medicine","2011/10/29","Conference Presentation","","Sensitivity and Specificity of the Montreal Cognitive Assessment (MoCA) in a Population of Patients with Early Alzheimer's Disease (eAD): A Preliminary Report."
"Wells, Jennie","Medicine","2011/10/29","Conference Presentation","","Correcting for Education when Using the Montreal Cognitive Assessment (MoCA): Effect on Sensitivity and Specificity."
"Wells, Jennie","Medicine","2011/10/28","Conference Presentation","","3T Magnetic Resonance Spectroscopy of the Posterior Cingulate Following Rivastigmine Treatment in Alzheimer Disease."
"Wells, Jennie","Medicine","2011/10/28","Conference Presentation","","7T Magnetic Resonance Spectroscopy of the Hippocampus in Mild Cognitive Impairment."
"Diamantouros, Pantelis","Medicine","2011/12/12","Invited Lectures","Invited Lecturer","A novel way to improve left ventricular function"
"Myers, Kathryn","Medicine","2012/04/17","Conference Presentation","Invited Lecturer","Engaged at the extremes: residents' perspectives on the teaching effectivenss of their clinical supervisors."
"Joy, Tisha","Medicine","2009","Invited Lectures","Invited Lecturer","Lipid Update for Sarnia Internists & GPs"
"Joy, Tisha","Medicine","2011/11/16","Invited Lectures","Invited Lecturer","What is the Role of Fibrates in Patients with Diabetes."
"Joy, Tisha","Medicine","2011/05/12","Poster Presentation","Supervisor","Hyperparathyroidism and thyroid cancer in lithium-treated patients: Case report and review of the literature."
"Lavi, Shahar","Medicine","2012/02/04","Invited Lectures","Invited Lecturer","Ischemic pre and post conditioning"
"Klein, George","Medicine","2010/12/15","Invited Lectures","Invited Lecturer",""
"Klein, George","Medicine","2010/12/20","Invited Lectures","Invited Lecturer",""
"Dukelow, Adam","Medicine","2010/04","Invited Lectures","Invited Lecturer","Hurry Up and Wait - ER Wait Times Panel"
"Millard, Wanda","Medicine","2009/10/02","Invited Lectures","Invited Lecturer","Diagnosis of Shoulder Instability"
"Millard, Wanda","Medicine","2010/10/01","Invited Lectures","Invited Lecturer","Paediatric Knee Injuries-A Swollen Knee that is Not an ACL."
"Millard, Wanda","Medicine","2011/09/30","Invited Lectures","Invited Lecturer","Non-operative Treatment of Shoulder Osteoarthritis"
"Arntfield, Robert","Medicine","2011/10","Conference Presentation","Presenter","Critical Care Ultrasonography"
"Arntfield, Robert","Medicine","2011/11","Conference Presentation","Presenter","Critical Care Echocardiography and Simulation"
"Gula, Lorne","Medicine","2010/11/09","Invited Lectures","Invited Lecturer","Management of Atrial Fibrillation in 2010."
"Gula, Lorne","Medicine","2010/11/14","Invited Lectures","Invited Lecturer","Management of Common Arrhythmia Issues."
"Shepherd, Lisa","Medicine","2005","Abstract Presented","Presenter","A survey of one CCFP-EM program's graduates: their background, intended type of practice and actual practice"
"Shepherd, Lisa","Medicine","2010","Invited Lectures","Invited Lecturer","Learner Feedback and Evaluation in the Clinical Setting: the Good, the Bad and the Ugly"
"Shepherd, Lisa","Medicine","1995","Invited Lectures","Invited Lecturer","Agricultural Injuries"
"Shepherd, Lisa","Medicine","2002","Invited Lectures","Invited Lecturer","Stroke Care at the St. Thomas-Elgin General Hospital"
"Shepherd, Lisa","Medicine","2011/10/05","Abstract Presented","Presenter","Improving the Emergency Department Clinical Clerkship"
"McManus, Ruth","Medicine","2011/11/12","* Pharma sponsored seminar","Invited Lecturer","The Type 2 Target: glucose and weight control without hypoglycemia"
"McManus, Ruth","Medicine","2011/01/18","* Pharma sponsored seminar","Invited Lecturer","Victoza: where it fits"
"McManus, Ruth","Medicine","2011/02/11","* Pharma sponsored seminar","Invited Lecturer","Taking the next step for glycemic control in diabetes"
"Boughner, Derek","Medicine","2006/03/24","Student Presentation","Presenter","Valvular aortic stenosis: examining a treatment alternative"
"Mehta, Sanjay","Medicine","2011/11/30","Invited Lectures","Invited Lecturer","""Pulmonary Hypertension for Clinicians: State-of-the Art Update Course�"
"Myers, Kathryn","Medicine","2012/01/24","Invited Lectures","Chair","Written commentary in assessment: is the pendulum swinging away from instruments"
"van Uum, Stanislaus","Medicine","2011/11/14","Invited Lectures","Invited Lecturer","2011 Diagnosis and Treatment of Hypogonadism in Men"
"van Uum, Stanislaus","Medicine","2011/11/03","Invited Lectures","Invited Lecturer","Clinical aspects of PItuitary Disease"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/08/08","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, The Chinese Heart Congress, Beijing, China, Aug 9-12th, 2012 1) Lecture: Cardiac Surgery & Anesthesia: Past, Present, and Future 2) Lecture: Quality Assurance in TCV Surgery & Anesthesia Valve Implantation: Transcatheter Valve Implantation"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/06/28","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, The 7th Biennial CPB Meeting, Kuching, Sarawak, Malaysia, Jun 28th - Jul 1st, 2012 1) Lecture: Knowledge Translation � Bridging the Gap from Knowledge to Practice 2) Lecture: Continuous Quality Improvement in Cardiac Anesthesia and Surgery 3) Lecture: Antifibrinolytic: The Aprotinin Story"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/06/08","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, 2nd International Congress: Anesthesia for Seniors, Prague, Czechoslovakia, Jun 7-9th, 2012 Lecture: TEVAR-Perioperative management and outcomes"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/05/18","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, IARS Annual Meeting, Boston, MA, USA, May 18-21st, 2012 Refresher Course Lecture: TEVAR - Perioperative Management and Outcomes"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/04/28","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, 34th Society of Cardiovascular Anesthesiologists (SCA) Annual Meeting, Boston, MA, USA, Apr 28th - May 2nd, 2012 1) Lecture: Knowledge Translation - Practicing Perioperative Evidence-Based Decision Making 2) Lecture: Uncontrolled Bleeding after Cardiac Surgery:Risk Factors and Management Strategies 3) Poster Presentation: Does Ultrafiltration Reduce Blood Loss and Improve Clinical Outcomes in Cardiac Surgery? A Meta-analysis of Clinical Trials"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/04/18","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, Society for Cardiothoracic Surgery In Great Britain and Ireland, and ACTA Joint Symposium, Manchester, UK, Apr 18-20th, 2012 1) Surgery Educational Stream: Optimal Management in Shifting Sands - Lecture: Perioperative Blood Management in Cardiac Surgery: Drugs, Techniques and Procedures 2) Anesthesia Educational Stream: Anticoagulation/Bleeding in Cardiac - Lecture: Management of HIT patients in Cardiac Surgery 3) Cardiac Surgery Stream Lecture: Anesthetic Implications in Minimally Invasive Mitral Valve Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/03/25","* A. Visiting Professorships & Invited Lectures","","Presenter, 15th WFSA World Congress of Anesthesiologists, Buenos Aires, Argentina, Mar 25-30th, 2012 Lecture: OPCAC Surgery in Elderly Patients: Evidence of Benefits?"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/02/10","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, The 15th IACTA Conference, New Delhi, India, Feb 10-12th, 2012 1) Lecture: Where can we incorporate recent literature in our clinical practice-Perioperative Blood Management? 2) Lecture: Knowledge Translation: Evidence to Guidelines to Practice � The Road Less Traveled. 3) Case Discussion Panelist: Heparin Induced Thrombocytopenia"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/01/16","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, 30th Annual Symposium, New York Mount Sinai Hospital: Clinical Update in Anesthesiology, Surgery and Perioperative Medicine, Rio Grande, Puerto Rico, Jan 15-20th, 2012 1) Lecture: Knowledge Translation - New Evidence Impacting Your Practice 2) Panelist: Best Practice in Cardiac Surgery and Anesthesia 3) Special Lecture: The History of Cardiac Anesthesiology"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/12/07","* A. Visiting Professorships & Invited Lectures","","Grand Rounds, Department of Cardiac Surgery, King Fahad Arms Force Hospital, Jeddah, Kingdom of Saudi Arabia Lecture: Perioperative Blood Management - ISMICS Consensus Statements"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/12/06","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, Saudi Anesthesia Annual Meeting, Jeddah, Kingdom of Saudi Arabia 1) Lecture: Anesthesia Risks and Complications 2) Lecture: Perioperative Myocardial Ischemia 3) Lecture: Perioperative Blood Management: Consensus Statements"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/11/22","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, ONTrac Meeting, Toronto, ON, Canada Lecture: Consensus Guidelines of Blood Management in Cardiac Surgery"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2010/11/18","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, Schulich School of Medicine and Dentistry Knowledge Synthesis/ Knowledge Translation Symposium 2011, UWO, London, ON, Canada Lecture: From Evidence to Guidelines to Practice: The Road Less Travelled"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2010/11/16","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, Children�s Health Research Institute (CHRI) Seminar Series, London, ON, Canada Lecture: MEDICI- Medical Evidence, Decision Integrity, Clinical Impact Presentation"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/11/14","* A. Visiting Professorships & Invited Lectures","","Invited Speaker Department of Anesthesia, Weill Cornell Medical College, New York, NY, USA 1) Grand Rounds lecture: Knowledge Translation: Bridging the Gap from Knowledge to Practice 2) MMTB Lecture with the CA3 Residents: Preoperative Assessment Of Cardiac Risk Patients For Non-Cardiac Surgery: What Is In, What Is Out? 3) Cardiac Surgery/Anesthesia Grand Rounds: Perioperative Blood Management in Cardiac Surgery & Consensus Statements 2011"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/11/09","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, ISMICS Winter Workshop, Xiamen, China Lecture: ISMICS Consensus Statement Report � Perioperative Blood Management 2011"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/09/29","* A. Visiting Professorships & Invited Lectures","","Invited Speaker, Asian Society of Cardiothoracic Anesthesia (ASCA) , Taipei, Taiwan 1) Lecture: Future of Cardiovascular Anesthesia & Surgery 2) Lecture: Knowledge Translation: Bridging the Gap from Knowledge to Practice 3) Lecture: Anesthesia Risk and Quality Improvement"
"Clark, William","Medicine","2011/12/05","Invited Lectures","Invited Lecturer","A Simple Overview: Plasmapheresis 1914-2011"
"Clark, William","Medicine","2011/10/21","Invited Lectures","Invited Lecturer","Early Start of Dialysis"
"Clark, William","Medicine","2011/09/22","Invited Lectures","Invited Lecturer","Selective TherapeuticApheresis Modalities"
"Clark, William","Medicine","2011/09/23","Invited Lectures","Invited Lecturer","Renal Indications for Therapeutic Apheresis: The Given and the Controversial from RPGN to Myeloma"
"Clark, William","Medicine","2011/06/04","Invited Lectures","Keynote Speaker","Therapeutic Plasma Exchange for Multiple Myeloma - Cons."
"Cheng, Davy","Anesthesia & Perioperative Medicine","2011/11/09","* B. Moderator/Convenor/Session Chair","","Moderator, ISMICS Winter Workshop, Xiamen, China Topic 3: Thoracic Endovascular Aortic Repair (TEVAR)"
"Cheng, Davy","Anesthesia & Perioperative Medicine","2012/03/20","* B. Moderator/Convenor/Session Chair","","Judge: The London Health Research Day, The London Convention Centre, London, ON, Canada"
"Martin, Claudio","Medicine","","Invited Lectures","* Collaborative Chair, Organizer and Presenter","VAP-CRBSI Collaborative"
"Kostuk, William","Medicine","2012/01/19","Invited Lectures","Invited Lecturer","Hybrid Coronary Revascularization: Cardiologist Perspective."
"Borrie, Michael","Medicine","2012/01/16","Invited Lectures","Invited Lecturer","A Future Centre for Alzheimer Disease and Cognitive Vitality."
"Borrie, Michael","Medicine","2012/01/24","Invited Lectures","Invited Lecturer","Update on Dementia Research � International and Local"
"Beaton, Melanie","Medicine","2012/02/25","Abstract Presented","Presenter","Evaluation of Phlebotomy as a Therapy for Non-Alcoholic Fatty Liver Disease by Serial Liver Biopsy Assessment."
"Beaton, Melanie","Medicine","2012/02/25","Abstract Presented","Presenter","Iron Indices do not Predict Severity of Liver Disease or Response to Phlebotomy Treatment in Non-alcoholic Fatty Liver Disease."
"Beaton, Melanie","Medicine","2012/02/25","Abstract Presented","Presenter","Cytochrome P450 3A4 Expression and Drug Metabolism Activity in Non-Alcoholic Fatty Liver Disease."
"Beaton, Melanie","Medicine","2012/05/08","Abstract Presented","Co-Author","Validation of Fully Automatic Adipose Tissue Segmentation and Volume Quantification."
"Pickering, J. Geoffrey","Medicine","2011/10/18","Invited Lectures","Invited Lecturer","Novel Routes to Angiogenic Network Stabilization"
"Muirhead, Norman","Medicine","2011/11/09","* Debate - Presentation","Invited Lecturer","""All HD patients with chronic CVC should receive weekly prophylaxis with rtPA as a locking solution"""
"Muirhead, Norman","Medicine","2011/12/10","Invited Lectures","Invited Lecturer","""Highlights from the Canadian Hypertension Education Program: A Focus on Accurante and Home Measurement"" & ""Abnormal Renal Function Studies: What They Mean and What To Do"""
"Muirhead, Norman","Medicine","2011/11/18","* Participant","* Participant","Until Transplantation: Managing Patients on the Waitlist"
"Muirhead, Norman","Medicine","2011/11/09","* Participant","* Participant","Kidney Week 2011: 44th Annual Meeting"
"Muirhead, Norman","Medicine","2011/10/28","* Participant","* Participant",""
"Muirhead, Norman","Medicine","2011/10/14","* Participant","* Participant","Investigator Meeting"
