Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Title,Principal Investigator,Co-Investigators,Total Amount
"Wells, Jennie","Medicine","2006/01","2010/12","Grants","Funded","True","False","Co-Investigator","Alzheimer Disease Neuroimaging Initiative (ADNI)","Borrie M.","Borrie MJ","$23,621,288.00"
"Borrie, Michael","Medicine","2011/02","2013/02","Clinical Trials","Funded","False","True","Principal Investigator","A multinational, multicenter, randomized, double-blind, parallel-group, placebo-controlled study of the effect on cognitive performance, safety, and tolerability of SAR110894D at the dose of 0.5 mg, 2 mg, and 5 mg/day for 24 weeks in patients with mild to moderate Alzheimer's Disease on stable donepezil therapy.","M. Borrie","J. Wells, T. AlAama","$39,145,327.00"
"Wells, Jennie","Medicine","2011/02","2013/02","Clinical Trials","Funded","True","True","Co-Principal Investigator","A multinational, multicenter, randomized, double-blind, parallel-group, placebo-controlled study of the effect on cognitive performance, safety, and tolerability of SAR110894D at the dose of 0.5 mg, 2 mg, and 5 mg/day for 24 weeks in patients with mild to moderate Alzheimer's Disease on stable donepezil therapy.","Michael Borrie","T. AlAama","$505,118.00"
"Borrie, Michael","Medicine","2010/05","2013/05","Clinical Trials","Funded","False","True","Principal Site Investigator","A Randomized, double-blind, Placebo-Controlled, Two Dose-Arm, Parallel Study of the Safety and Effectiveness of Immune Globulin Intravenous (Human), 10% (IGIV, 10%) for the Treatment of Mild to Moderate Alzheimer Disease.","M. Borrie","Wells JL (sub-investigator)","$19,319,001.00"
"Wells, Jennie","Medicine","2010/05","2013/05","Clinical Trials","Funded","True","True","Co-Principal Investigator","A Randomized, double-blind, Placebo-Controlled, Two Dose-Arm, Parallel Study of the Safety and Effectiveness of Immune Globulin Intravenous (Human), 10% (IGIV, 10%) for the Treatment of Mild-to-Moderate Alzheimer's Disease.","Borrie MJ","Wells JL, Borrie MJ","$46,015,585.00"
"Wells, Jennie","Medicine","2009/10","2011/12","Grants","Funded","True","False","Co-Investigator","Taoist Tai Chi and a Memory Intervention for Individuals with Mild Cognitive Impairment - A Randomized Control Trial.","Jennifer Fogarty","Jennie Wells, Manuel MonteroOdasso, Kevin Hansen","$56,131,457.00"
"Gunaratnam, Lakshman","Medicine","2011/03","2012/02","Grants","Funded","True","False","Principal Applicant","Exploiting KIM-1 signalling to ameliorate acute kidney injury through clearance of apoptotic cells","Lakshman Gunaratnam","Dr. Bradley Denker, Dr. Jospeh Bonventre, Dr. Hao Wang","$37,577,354.00"
"Gunaratnam, Lakshman","Medicine","2011/10","2016/03","Grants","Funded","True","False","Principal Applicant","Exploiting KIM-1 signalling to ameliorate acute kidney injury through clearance of apoptotic cells","Lakshman Gunaratnam","Dr. Bradley Denker, Dr. Jospeh Bonventre, Dr. Hao Wang, Dr. Gilles Lajoie","$52,712,695.00"
"Gunaratnam, Lakshman","Medicine","2010/01","2012/12","Grants","Funded","False","False","Principal Applicant","Role of Kidney Injury Molecule-1 in the regulation of renal inflammation in ischemia reperfusion injury","Lakshman Gunaratnam","","$63,590,746.00"
"Minuk, Leonard","Medicine","2010/09","2013","Clinical Trials","Funded","False","True","Principal Investigator","An International, Multicenter, Open-Label Study of Vorinostat (MK-0683) in Combination with Bortezomib in Patients with Relapsed and Refractory Multiple Myeloma.","Dr. Leonard Minuk","","$60,239,206.00"
"Minuk, Leonard","Medicine","2010/09","present","Clinical Trials","Funded","False","True","Principal Site Investigator","An International, Multicenter, Randomized, Double-Blind Study of Vorinostat (MK-0683) or Placebo in Combination with Bortezomib in Patients with Multiple Myeloma.","Dr. Leonard Minuk","","$31,786,380.00"
"Crilly, Richard","Medicine","2011/10","2014/03","Grants","Funded","True","False","Co-Applicant","A Knowledge to Action Intervention for Long-term Care: A Feasibility Study Focusing on the Uptake of Osteoporosis and Fracture Prevention Best Practices","Alexandra Papaioannou","JD Adachi, L Dolovich, LM Giangregorio, G Ioannidis, R Josse, L Lohfeld, S Marr, S Morin, A Sawka","$3,094,028.00"
"Minuk, Leonard","Medicine","2010/05","present","Clinical Trials","Funded","False","True","Site Investigator","A randomized, double-blind, placebo controlled study of the JAK inhibitor INCB 18424 tablets administered orally to subjects with primary myelofibrosis (PMF), post polycythemia Vera-myelofibrosis (PPV-MF) or essential thombocythemia myelofibrosis (PET-MF).","Dr. Kang Howson-Jan","L. Minuk","$9,628,127.00"
"Minuk, Leonard","Medicine","2009/07","2010/06","Grants","Funded","True","False","Co-Investigator","Treatment of Hodgkin Lymphoma with ABVD without Routine Growth Factor Support - A Quality Assurance Study.","Dr. Joy Mangel","L. Minuk, A. Lazo-Langner, I. Chin-Yee, K. Howson-Jan","$65,540,857.00"
"Minuk, Leonard","Medicine","2010/09","present","Clinical Trials","Funded","True","False","Principal Site Investigator","An open-label Phase II Study of the efficacy of combination bortezomib-containing regiments in the treatment of newly diagnosed patients with t(4;14) positive multiple myeloma.","Dr. Donna Reece","L. Minuk, A. Belch, C. Shustik, C. Chen, D. White, D. Szwajcer, V. Kukreti, M. Sebag, R. Tiedemann, S. Trudel","$29,137,464.00"
"Minuk, Leonard","Medicine","2010/09","present","Clinical Trials","Funded","True","False","Site Investigator","Alemtuzumab and CHOP Chemotherapy for aggressive histological peripheral T-Cell Lymphomas: A multi-centre Phase I and II Study.","Dr. Joy Mangel","L. Minuk","$6,171,139.00"
"Minuk, Leonard","Medicine","2010/06","2010/10","Clinical Trials","Funded","False","True","Co-Investigator","Phase II study of temozolomide in previously untreated acute myeloid leukemia (AML)/myelodysplastic syndrome (MDS) subjects unsuitable for standard induction therapy exhibiting low MGMT expression.","Dr. Kang Howson-Jan","L. Minuk","$1,696,188.00"
"Minuk, Leonard","Medicine","2010/01","present","Clinical Trials","Funded","True","False","Site Investigator","A Phase III study of gemcitabine, dexamethasone, and cisplatin compared to dexamethasone, cytarabine and cisplatin plus/minus rituximab [(R)-GDP VS (R)-DHAP] as salvage chemotherapy for patients with relapsed or refractory aggressive histology non-Hodgkin's lymphoma prior to autologous stem cell transplant and followed up maintenance rituximab versus observation.","Dr. Kang Howson-Jan","L. Minuk","$23,213,946.00"
"Gunaratnam, Lakshman","Medicine","2011/07","2014/06","Grants","Funded","True","False","Principal Applicant","Exploiting KIM-1 signalling to ameliorate renal ischemia reperfusion injury through clearance of apoptotic cells","Lakshman Gunaratnam","","$610,015.00"
"Lewis, James","Medicine","2011/09","2016/08","Grants","Funded","True","False","Co-Applicant","The effects of mechanical ventilation on the biophysical properties of pulmonary surfactant","Ruud Veldhuizen","","$36,478,800.00"
"Kostuk, William","Medicine","2011/02","2015/02","Grants","Funded","False","True","Principal Site Investigator","PEGASUS-TIMI 54: A randomized double-blind, placebo controlled, parallel group, multinational trial to asses the prevention of thrombotic events with Ticagrelor compared to placebo on a background of acetyl salicyclic acid (ASA). Therapy in patients with history of myocardial infarction.","William Kostuk","","$913,122.00"
"Kostuk, William","Medicine","2011/02","2012/11","Grants","Funded","True","True","Co-Investigator","Can HDL infusions significantly quicken atherosclerosis regression? (CHI SQUARE): A phase II multi-center, double-blind, ascending dose, placebo-controlled, dose-finding trial of CER 001 or placebo in subjects with acute coronary syndrome.","","","$20,376,061.00"
"Kostuk, William","Medicine","2011/03","2012/12","Grants","Funded","True","True","Co-Investigator","Evaluation of the safety and efficacy of short-term A-002 treatment in subjects with acute coronary syndrome (VISTA-16)","","","$51,726,078.00"
"Diamantouros, Pantelis","Medicine","2011/03","2012/12","Grants","Funded","True","True","Co-Investigator","Evaluation of the safety and efficacy of short-term A-002 treatment in subjects with acute coronary syndromes (VISTA-16)","Dr. Shahar Lavi","Dr. P. Diamantouros","$67,185,202.00"
"Diamantouros, Pantelis","Medicine","2011/03","2012/10","Grants","Funded","True","True","Co-Investigator","Can HDL infusions signficiantly quicken atherosclerosis regression? (CHI SQUARE): A phase II multi-centre, double-blind, ascending dose, placebo-controlled, dose-finding trial of CER 001 or placebo in subjects with acute coronary syndrome.","Dr. S. Lavi","Dr. P. Diamantouros","$70,005,996.00"
"Diamantouros, Pantelis","Medicine","2011/03","2012/12","Grants","Funded","True","True","Co-Investigator","PEGASUS-TIMI 54: A randomized, double-blind, placebo controlled, parallel group, multinational trial to assess the prevention of thrombotic events with Ticagrelor compared to placebo on a background of Acetyl Salicylic Acid (ASA) therapy in patients with history of myocardial infarction.","Dr. William J. Kosuk","Dr. P. Diamantouros","$19,734,400.00"
"Millard, Wanda","Medicine","2007","","Grants","Funded","True","False","Principal Investigator","Intra-articular Lidocaine versus Conscious Sedation for the Reduction of Anterior Shoulder Dislocations in the Emergency Department.","","","$32,984,346.00"
"Thompson, Guy","Medicine","2004/10","2006/02","Clinical Trials","Funded","False","False","Co-Investigator","A Study to Assess Long-Term Antiviral Activity, Safety, Including Serum Lipids, and Tolerability of BMS-232632 in Combination with Stavudine (D4T) and Lamivudine (3TC) in Subjects Previously Treated with Nelfinavir or BMS-232632.","Ralph, Edward","Thompson, Bill, Hammerberg, Ole","$2,769,387.00"
"Thompson, Guy","Medicine","2001/02","2005/06","Clinical Trials","Funded","True","False","Principal Investigator","A prospective randomized trial of Structured Treatment Interruption (STI) followed by initiation of a new antiretroviral regimen versus immediate switching to a new antiretroviral regimen in HIV-infected patients experiencing virologic failure on HAART (CTN #164)","Thompson, Bill","Ralph, Edward, Hammberger, Ole","$47,890,010.00"
"Thompson, Guy","Medicine","2001/11","2008/01","Clinical Trials","Funded","True","False","Principal Investigator","A Tri-National (Canada, UK, USA) Randomized Controlled Trial To Determine The Optimal Management Of Patients With HIV Infection For Whom First And Second-Line Highly Active Antiretroviral Therapy Has Failed","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$72,286,115.00"
"Thompson, Guy","Medicine","2004/04","2011/06","Clinical Trials","Funded","True","False","Principal Investigator","A large, simple trial comparing two strategies for management of anti-retroviral therapy (The SMART Study)","Thompson, Bill","Ralph, Edward, Hammberg, Ole","$14,479,177.00"
"Thompson, Guy","Medicine","2002/10","2007/09","Clinical Trials","Funded","True","False","Principal Investigator","A Pilot Study Assessing the Efficacy of Pneumococcal Vaccine in HIV Patients: Delayed versus Immediate Immunization","Thompson, Bill","Ralph, Edward, Hammberg, Ole","$21,852,129.00"
"Thompson, Guy","Medicine","2005/04","2006/06","Clinical Trials","Funded","False","False","Principal Investigator","An Open-Label Safety Study of Tipranavir Co-administered with Low-dose Ritonavir in Patients with advanced HIV-1 Infection and Limited Treatment Options","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$19,102,308.00"
"Thompson, Guy","Medicine","2002/03","2004/02","Clinical Trials","Funded","False","False","Principal Investigator","An Expanded Access Program for Tenofovir Disoproxil Fumarate (Tenofovir DF) in the Treatment of HIV-1 Infected Patients Who Have Limited Treatment Options","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$43,838,932.00"
"Thompson, Guy","Medicine","2007/01","2007/12","Clinical Trials","No funds received","True","False","Principal Investigator","Early access of TMC 114 in combination with low dose ritonavir (RTV) and other antiretrovirals (ARVs) in highly treatment experienced HIV-1 infected subjects with limited to no treatment options","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$52,887,393.00"
"Thompson, Guy","Medicine","2009/07","2010/06","Clinical Trials","Funded","False","False","Principal Investigator","Prospective study to assess patient satisfaction, quality of life and adverse events of patients using the Biojector versus standard needles for enfuvirtide administration.","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$48,565,896.00"
"Thompson, Guy","Medicine","2009/09","2012/03","Clinical Trials","Funded","True","False","Co-Investigator","A Randomized Control Clinical Trial of Micronutrient & Antioxidant supplementation in persons with untreated HIV infection.","Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole","$32,688,855.00"
"Thompson, Guy","Medicine","2009/07","2010/06","Clinical Trials","Funded","False","False","Co-Investigator","Babies born to HIV positive mothers","Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole","$21,722,437.00"
"Thompson, Guy","Medicine","2009/08","present","Clinical Trials","Funded","False","False","Co-Investigator","OCS: Ontario HIV Treatment Network Cohort Study","Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole","$31,669,042.00"
"Thompson, Guy","Medicine","2011/04","present","Clinical Trials","Funded","False","False","Principal Investigator","A Study of Host and Viral Factors Associated with Disease Progression in Long Term HIV Infected Subjects.","Thompson, Bill","Ralph, Edward, Elsayed, Sameer, Hammerberg, Ole","$20,581,632.00"
"Thompson, Guy","Medicine","2011/04","","Clinical Trials","Funded","False","False","Co-Investigator","The psychosocial experiences and needs of HIV-positive women during their first year of motherhood","Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole","$575,386.00"
"Thompson, Guy","Medicine","2000/08","2009/12","Clinical Trials","Funded","True","False","Co-Investigator","A Randomized, Open Label, Phase III, International Study of Subcutaneous Recombinant IL-2 Proleukin in Patients With HIV-1 Infection and CD4 Cell Counts 300/mm3: Evaluation of Subcutaneous Proleukin in a Randomized International Trial (ESPRIT)","Ralph, Edward","Thompson, Bill, Hammerberg, Ole","$52,368,181.00"
"Thompson, Guy","Medicine","2002/05","2005/12","Clinical Trials","Funded","True","False","Co-Investigator","Therapeutic Drug Monitoring Guided Protease Inhibitor Therapy in People Living with the Human Immunodeficiency virus (HIV)","Reider, M.","Thompson, Bill, Ralph, Edward, Hammerberg, Ole","$49,442,569.00"
"Thompson, Guy","Medicine","2000/12","2005/12","Clinical Trials","Funded","False","False","Principal Investigator","Collect Information about HIV disease in the province of Ontario on an on-going basis.","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$23,102,746.00"
"Thompson, Guy","Medicine","2002/03","2004","Clinical Trials","Funded","False","False","Principal Investigator","An expanded access program for Tenofovir Disoproxil Fumarate (Tenofovir DF) in the Treatment of HIV-1 infected patients who have limited treatment options.","Thompson, Bill","Ralph, Edward, Hammerberg, Ole","$48,611,538.00"
"Thompson, Guy","Medicine","2002/08","2004","Clinical Trials","no funds","False","False","Principal Investigator","Atazanavir (BMS-232632) for HIV infected individuals: An early access program.","Thompson, Bill","Ralph, Edward, Hammberg, Ole","$41,457,910.00"
"Gregor, James","Medicine","2007/01","2011/01","Grants","Funded","False","True","Co-Investigator","A Phase 2, Multiple Dose, Open-label Study to Determine the Long Term Safety of MLN0002 in Patients with Ulcerative Colitis and Crohn's Disease. Protocol #C13004.","Dr. T. Ponich","","$60,653,458.00"
"Gregor, James","Medicine","2009","present","Grants","Funded","False","True","Co-Investigator","A Phase 3, Randomized, Placebo-Controlled, Blinded, Multicenter Study of the Induction and Maintenance of Clinical response and remission by MLN0002 in Patients with Moderate to Severe Ulcerative Colitis. Protocol #: C13006.","Dr. T. Ponich","","$38,433,899.00"
"Gregor, James","Medicine","2009","present","Grants","Funded","False","True","Co-Investigator","A Phase 3, Randomized, Placebo-Controlled, Blinded, Multicenter Study of the Induction and Maintenance of Clinical Response and Remission by MLN 0002 in Patients with Moderate to Severe Crohn's Disease. Protocol: #C13007.","Dr. T. Ponich","","$64,014,377.00"
"Gregor, James","Medicine","2009","present","Grants","Funded","False","True","Co-Investigator","A Phase 3, Open-label Study to Determine the Long-Term Safety and Efficacy of MLN0002 in Patients with Ulcerative Colitis and Crohn's Disease. Protocol #: C13008","Dr. T. Ponich","","$42,672,800.00"
"Gregor, James","Medicine","2009","present","Grants","Funded","False","True","Co-Investigator","A Phase 111b, Multinational, Randomized, Double-Blind, Placebo Controlled Trial to Assess the Efficacy and Safety of Certolizumab Pegol, A Pegylated Fab' Fragment of a Humanized Anti-TNf-Alpha Monoclonal Antibody, Administered Subcutaneously at Weeks 0, 2 and 4 in Subjects with Moderately to Severely Active Crohn's Disease. Protocol Number: C87085.","Dr. B. Feagan","","$27,403,944.00"
"Gregor, James","Medicine","2009","present","Grants","Funded","False","True","Co-Investigator","A Phase 111b, Multinational, Open-Label, Follow-On Trial to C87085 Designed to Assess the Long-Term Safety of Certolizumab Pegol, A Pegylated Fab' Fragment of a Humanized Anti-Tnf-Alpha Monoclonal Antibody, Administered at Weeks 1, 2 and 4, and then every 4 weeks thereafter, In subjects with Moderately to Severely Active Crohn's Disease who have Participated in Study C87085. Protocol Number C87088.","Dr. B. Feagan","","$15,818,766.00"
"Gregor, James","Medicine","2007","2008","Grants","Funded","False","True","Co-Investigator","A Phase 2/3 Multicenter, Randomized, Placebo-controlled, Double-blind, Study to Evaluate the Safety and Efficacy of Golimumab Induction Therapy, Administered Intravenously, in Subjects with Moderately to Severely Active Ulcerative Colitis. Protocol Number: C0524T16","Dr. B. Feagan","","$24,793,425.00"
"Gregor, James","Medicine","2009","2010","Grants","Funded","False","True","Co-Investigator","A Phase 2/3 Multicenter, Randomized, Placebo-controlled, Double-blind study to Evaluate the Safety and Efficacy of Golimumab Induction Therapy, Administered Subcutaneously, in Subjects with Moderately to Severely Active Ulcerative Colitis. Protocol Number: C0524T17","Dr. B. Feagan","","$42,383,556.00"
"Gregor, James","Medicine","2009","present","Grants","Funded","False","True","Co-Investigator","A Phase 3 Multicenter, Randomized, Placebo-controlled, Double-blind, Study to Evaluate the Safety and Efficacy of Golimumab Maintenance Therapy, Administered Subcutaneously, in Subjects with Moderately to Severely Active Ulcerative Colitis. Protocol #: C0524T18.","Dr. B. Feagan","","$42,460,071.00"
"Xenocostas, Anargyros","Medicine","2003","2004","Grants","Funded","True","False","Co-Principal Investigator","Effect of Recombinant Human Erythropoietin on Hemodynamics and Microcirculatory Perfusion of a Septic Rat Model.","Raymond Kao","Claudio Martin and Tao Rui","$54,046,267.00"
"Xenocostas, Anargyros","Medicine","2007","","Clinical Trials","Funded","True","False","Co-Investigator","Effect of Anemia and RBC Transfusion in Acute Myocardial Infarction","Anargyros Xenocostas","Ian Chin-Yee and Qingping Feng","$1,285,346.00"
"Xenocostas, Anargyros","Medicine","2005","2007","Clinical Trials","Funded","False","True","Principal Investigator","Erythropoietin as a cardioprotectant.","Xenocostas, A","","$54,320,013.00"
"Xenocostas, Anargyros","Medicine","2008","2010","Clinical Trials","Funded","False","True","Principal Investigator","Effect of erythropoietin (EPO) on Breast Cancer Metastasis.","Xenocostas, A","","$16,310,803.00"
"Xenocostas, Anargyros","Medicine","2003","2004","Clinical Trials","Funded","False","True","Principal Investigator","Can Recombinant Human Erythropoietin Prevent Mortality, Myocardial Dysfunction and the Development of Heart Failure after Myocardial Infarction: A Pre-Clinical Maurine Model.","Xenocostas, A.","","$14,102,137.00"
"Xenocostas, Anargyros","Medicine","2002","2003","Clinical Trials","Funded","False","True","Co-Principal Investigator","Prevention of SAH Associated Vasospasm in Rabbits by Erythropoietin: A Preclinical Neuroprotection Trial.","","","$31,520,003.00"
"Xenocostas, Anargyros","Medicine","2001","2003","Clinical Trials","Funded","False","True","Co-Principal Investigator","A Phase I/II Study of Recombinant Human Erythropoietin in the Treatment of Transplant-Associted Thrombotic Microangiopahty.","","","$57,110,725.00"
"Gula, Lorne","Medicine","2010/09","2013/08","Clinical Trials","Funded","False","True","Co-Investigator","Prolonged Monitoring to Detect Ventricular Arrhythmias in Presymptomatic ARVC Patients","Andrew Krahn","","$39,924,082.00"
"Klein, George","Medicine","2010/11","2013/08","Clinical Trials","Funded","False","True","Principal Site Investigator","Prolonged Monitoring to Detect Ventricular Arrhythmias Presymptomatic ARVC Patients","Andrew Krahn","Raymond Yee","$48,829,058.00"
"Leong-Sit, Peter","Medicine","2010/09","2013/08","Clinical Trials","Funded","False","True","Co-Investigator","Prolonged Monitoring to Detect Ventricular Arrhythmias in Presymptomatic ARVC Patients","Andrew Krahn","","$17,316,297.00"
"Yee, Raymond","Medicine","2010/09","2015/09","Clinical Trials","Funded","False","True","Co-Applicant","Prolonged Monitoring to Detect Ventricular Arrhythmias Presymptomatic ARVC Patients","Andrew Krahn","","$57,199,341.00"
"Skanes, Allan","Medicine","2010/09","2015/09","Clinical Trials","Funded","False","True","Co-Applicant","Prolonged Monitoring to Detect Ventricular Arrhythmias Presymptomatic ARVC Patients","Andrew Krahn","","$6,571,453.00"
"Wisenberg, Gerald","Medicine","2011/07","2015/06","Clinical Trials","Funded","True","False","Co-Investigator","Quantitative Myocardial CT Perfusion Imaging","Ting Yim Lee","Brett Heilbron, Jonathan Leipisc (UBC), James Min (Cornell), Aaron So (UWO), James White (UWO)","$34,584,238.00"
"Klein, George","Medicine","2010","","Grants","Funded","False","False","Principal Applicant","Dis. Ed. Award","","","$50,408,203.00"
"Garg, Amit","Medicine","2011/03","2014/02","Grants","Funded","True","False","Co-Investigator","The Ontario Drug Policy Research Network (ODPRN)","Muhammad Mamdani, David Juurlink","Andreas Laupacis, Anne Holbrook, Douglas Coyle, David Henry, Tara Gomes, Onil Bhattacharyya, Michael Evans, Amit Garg, Gerald Evans, Michael Paterson, Peter Austin, Irfan Dhalla, Sharon Straus, Matthew Weir","$20,751,767.00"
"Lindsay, Robert","Medicine","2010/11","2013/11","Grants","Funded","True","True","Co-Principal Investigator","A comparative survival study of two competing home dialysis modalities: short-daily hemodialysis versus peritoneal dialysis","Gihad Nesrallah, Rita Suri, Robert Lindsay","Peter Blake, Amit Garg, Louise Moist","$20,207,821.00"
"Lindsay, Robert","Medicine","2005/03","2010/09","Grants","Funded","False","True","Co-Principal Investigator","Home hemodialysis: Alternative therapies","Robert Lindsay, Rita Suri, Amit Garg","","$70,776,878.00"
"Member, Test","Medicine","2011/01","2012/01","Grants","Funded","True","True","Principal Applicant","Weight Control in Lab Mice when subjected to unhealthy eating choices","Member, Test","Dr. Strange","$40,655,451.00"
"Member, Test","Medicine","2010/01","2011/02","Grants","Funded","False","True","Principal Investigator","Documentation for research from past","Member, Test","Dr. Strange","$1,263,963.00"
"Member, Test","Family Medicine","2009/07","2010/06","Clinical Trials","Applied","False","True","Co-Applicant","Measuring weight in lab mice","Member, Test","Dr. Strange","$11,955,752.00"
"McDonald, Charlotte","Medicine","2011","2014","Grants","Funded","True","False","Collaborator","Families Defeating Diabetes: Canadian Intervention for Family-centered Diabetes Prevention following Gestational Diabetes (GDM)","Dr. Ruth McManus","Dr. Tisha Joy, Dr. Charlotte McDonald, Dr. S Ludwig, Dr. G Shen, Dr. J McGavock, Dr. L Donovan, Dr. D Miller.","$26,079,908.00"
"Jain, Arsh","Medicine","2011/07","2012/06","Grants","Funded","True","False","Principal Applicant","The Impact of eGFR reporting on antibiotic dosing errors in chronic kidney disease patients.","Jain, Arsh","","$32,207,048.00"
"Chin-Yee, Ian","Medicine","2011/03","2014/02","Grants","Funded","False","True","Principal Investigator","Detection of Paroxysmal Nocturnal Hemoglobinuria in Idiopathic Deep Vein Thrombosis/Pulmonary Embolism","Dr. Ian Chin-Yee","Dr. Alejandro Lazo-Langner Dr. Michael J. Kovacs","$55,687,305.00"
"Hramiak, Irene","Medicine","2011/04","2014/12","Clinical Trials","Funded","True","False","Principal Investigator","ACCORDION Action to Control Cardiovascular Risk in Diabetes (ACCORD) follow-ON study","IM Hramiak","CG McDonald, TL Paul","$14,531,956.00"
"Hramiak, Irene","Medicine","2011/04","2016/03","Clinical Trials","Funded","True","False","Principal Investigator","Reducing with MetfOrmin Vascular Adverse Lesions in T1DM","IM Hramiak","CG McDonald, TL Paul","$50,113,251.00"
"MacDonald, Christine","Medicine","1999/07","2001/08","Grants","Funded","False","False","Principal Applicant","National Health Research and Development Program Health Canada","Christine MacDonald","","$3,761,500.00"
"MacDonald, Christine","Medicine","2000/07","2001/08","Grants","Funded","False","False","Principal Applicant","Ministry of Training, Colleges and Universities","Christine MacDonald","","$54,939,709.00"
"MacDonald, Christine","Medicine","1999/05","2001/08","Grants","Funded","False","False","Principal Applicant","Funding for Master of Science","Christine MacDonald","","$9,151,267.00"
"Hramiak, Irene","Medicine","2009/04","2011/12","Clinical Trials","Funded","False","True","Principal Investigator","An Observational follow-up study of patients previously enrolled in Exubera controlled clinical trials.","IM Hramiak","CG McDonald, TL Paul","$17,791,346.00"
"Hackam, Daniel","Medicine","2012/01","2012/12","Grants","Funded","True","False","Principal Investigator","Program on Experimental Medicine Researcher Award","Daniel G Hackam","","$1,408,150.00"
"Hackam, Daniel","Medicine","2011/04","2013/04","Grants","Funded","True","False","Co-Investigator","Effect of aldosterone antagonism on carotid atherosclerosis","David Spence","Dan Hackam, George Dresser, Aaron Fenster, Grace Parraga, David McCarty, Alan Dennis, Atef Rizkallah","$44,679,591.00"
"Montero Odasso, Manuel","Medicine","2011/07","2013/06","Clinical Trials","Funded","True","False","Co-Investigator","Quantitative and clinical measurement of balance function in community-dwelling older adults with Alzheimer Disease.","Susan Muir","","$61,090,674.00"
"Montero Odasso, Manuel","Medicine","2010/06","2015/07","Grants","Funded","True","False","Principal Investigator","POEM grant for research productivity","Manuel Montero-Odasso","","$33,978,252.00"
"McDonald, Charlotte","Medicine","2010/05","2012/12","Clinical Trials","Funded","False","True","Co-Investigator","A multicenter, double-blind, placebo-controlled, 3-arm, parallel-group, 26 week, multicenter study with a 26 week extension to evaluate the efficacy, safety, and tolerability of canagliflozin in the treatment of subjects with type 2 diabetes mellitus who have moderate renal impairment.","IM Hramiak","CG McDonald, TL Paul","$64,820,473.00"
"McDonald, Charlotte","Medicine","2010/07","2013/07","Clinical Trials","Funded","False","True","Co-Investigator","SAVOR Saxagliptin Assessment of Vascular Outcomes Recorded in Patients with Diabetes Mellitus. A Multicentre, Randomised, Double-Blind, PLacebo-Controlled Phase IV Trial to Evaluate the Effect of Saxagliptin on the Incidence of Cardiovascular Death, Myocardial Infarction or Ischaemic Stroke in Pateints with Type 2 Diabetes","IM Hramiak","G Jablonsky, CG McDonald, TL Paul, N Suskin, ME Weingert","$55,320,250.00"
"McDonald, Charlotte","Medicine","2010/07","2016/12","Clinical Trials","Funded","False","True","Co-Investigator","LEADER Liraglutide Effect and Action in Diabetes: Evaluation of cardiovascular outcome Results. A long-term, multi-centre, international, randomised double-blind, placebo-controlled trial to determine liraglutide effects on cardiovascular events.","Dr. Irene Hramiak","G Jablonsky, CG McDonald, TL Paul, ME Weingert","$780,456.00"
"McDonald, Charlotte","Medicine","2009/03","2010/12","Clinical Trials","Funded","False","True","Co-Investigator","A multicenter, randomized, double-blind, placebo and active-controlled study to assess the efficacy, safety and tolerability of taspoglutide (RO5073031), compared to sitagliptin and placebo, in patients with type 2 diabetes mellitus inadequately controlled with metformin.","IM Hramiak","CG McDonald, TL Paul","$2,127,831.00"
"McDonald, Charlotte","Medicine","2011/04","2014/12","Clinical Trials","Funded","True","False","Site Investigator","Action to Control Cardiovascular Risk in Diabetes (ACCORD) follow-ON study","IM Hramiak","CG McDonald, TL Paul","$50,349,943.00"
"McDonald, Charlotte","Medicine","2011/04","2016/03","Clinical Trials","Funded","True","False","Site Investigator","Reducing with Metformin Vascular Adverse Lesions in T1DM","IM Hramiak","CG McDonald, TL Paul","$61,072,481.00"
"McDonald, Charlotte","Medicine","2011/10","2016/12","Clinical Trials","Funded","True","False","Co-Investigator","PSO3 - Reduction of nocturnal hypoglycemia by using predictive algorithms and pump suspension: an outpatient pilot feasibility and efficacy study. PSO4 - Outpatient Reduction of Nocturnal Hypoglycemia by Using Predictive Algorithms and Pump Suspension in Children","IM Hramiak","CG McDonald, TL Paul, J Lum","$1,329,058.00"
"McDonald, Charlotte","Medicine","2011/03","2011/12","Clinical Trials","Funded","True","False","Co-Investigator","Feasibility of Assessment of Prototype Nocturnal Hypoglycemia Reduction System(Inpatient)","IM Hramiak","CG McDonald, TL Paul, J Lum","$74,776,469.00"
"McDonald, Charlotte","Medicine","2009/04","2011/06","Clinical Trials","Funded","False","True","Co-Investigator","An Observational follow-up study of patients previously enrolled in Exubera controlled clinical trials.","IM Hramiak","CG McDonald, TL Paul","$54,712,699.00"
